Done,ID / Name,Notes
,"MOB-001 Re-run every surface's mobile test at 390×844 on a real device, not just a viewport.","PARTIAL — mobile.md tested overflow/tap-targets at 375px (not exact 390px) via browser viewport across 5 pages, all scrollWidth==innerWidth; no real device run"
x,MOB-002 Same at 320px (small phone). MOB-003 Same at 430px (large phone).,"PASS (viewport half) — 320x700 across /home, /read/jhn/3, /library, /plans, /prayers, /settings: no horizontal scroll on any (scrollWidth == clientWidth == 320), zero elements overflowing the viewport box, and only one sub-44px target in the set (on the reader). The real-device half remains MOB-001/007/008 (owner decision D-4)."
x,MOB-003 Same at 430px (large phone).,"PASS (viewport half) — 430x932 across the same six surfaces: no horizontal scroll, zero overflow, one sub-44px target (reader). Identical profile to 320px, so nothing breaks between the two phone extremes."
x,MOB-004 Tablet 820×1180 portrait. MOB-005 Tablet 1024×768 landscape.,"PASS (viewport half) — 820x1180 portrait tablet across /home, /read/jhn/3, /library, /plans: no horizontal scroll, zero overflow, the 256px sidebar visible and holding. Sub-44px targets rise to 6 on the reader at this width (the header controls), which is the F-061 class."
x,MOB-005 Tablet 1024×768 landscape.,"PASS (viewport half) — 1024x768 landscape tablet across /plans, /read/jhn/3, /library, /home: no horizontal scroll, zero overflow, same 6 sub-44px reader controls as 820px."
x,MOB-006 Landscape phone on the reader.,"PASS (viewport half) — landscape phone 812x375 on the reader: no horizontal scroll, zero overflow, header 55px with content starting below it, and roughly nine lines of scripture visible in the remaining height. Usable rather than merely non-broken."
,MOB-007 Safari iOS: the core five journeys.,"PENDING-DEVICE — Safari iOS real-device/browser required, not testable via Chrome-based viewport tool"
,MOB-008 Chrome Android: the core five journeys.,PENDING-DEVICE — Chrome Android real-device required
,MOB-009 Firefox desktop: the core five journeys.,PENDING-DEVICE — Firefox desktop not covered by either prior pass or this session's Chromium-based tool
,MOB-010 Safari macOS: the core five journeys.,PENDING-DEVICE — Safari macOS not covered by either prior pass or this session's Chromium-based tool
,MOB-011 iOS: fixed bars vs the keyboard — nothing covered on any form.,PENDING-DEVICE — iOS on-screen keyboard vs fixed bars requires real iOS hardware/simulator
,MOB-012 iOS: `100vh` behaviour with the URL bar — no clipped content.,PENDING-DEVICE — iOS Safari 100vh/URL-bar behavior requires real iOS hardware/simulator
,MOB-013 iOS: rubber-band scroll doesn't break sticky chrome.,PENDING-DEVICE — iOS rubber-band scroll requires real iOS hardware/simulator
,MOB-014 Safe-area insets respected on a notched device.,PENDING-DEVICE — safe-area-inset verification requires a real notched device
,MOB-015 Pull-to-refresh doesn't fire during a pane scroll.,PENDING-DEVICE — pull-to-refresh vs pane-scroll conflict requires real touch hardware
,MOB-016 Text selection on mobile doesn't fight the highlight gesture.,PENDING-DEVICE — text-selection vs highlight-gesture conflict requires real touch hardware
,MOB-017 Long-press behaviour deliberate everywhere.,PENDING-DEVICE — long-press behavior requires real touch hardware
,MOB-018 Double-tap-to-zoom not accidentally disabled.,PENDING-DEVICE — double-tap-to-zoom requires real touch hardware
,MOB-019 Autofill on iOS/Android for the auth forms.,PENDING-DEVICE — iOS/Android autofill on auth forms requires real device/OS autofill integration
,MOB-020 Backgrounding the app mid-write → work survives.,PENDING-DEVICE — app-backgrounding-mid-write survival requires real device OS lifecycle behavior
,MOB-021 PWA installed vs in-browser → same five journeys behave identically.,PENDING-DEVICE — PWA-installed vs in-browser parity requires a real installed PWA
,MOB-022 PWA: no dead browser chrome; back gesture works.,PENDING-DEVICE — PWA chrome/back-gesture requires a real installed PWA
,"MOB-023 Offline PWA launch → honest message, not a blank shell.",PENDING-DEVICE — offline PWA launch requires a real installed PWA plus airplane-mode device
,MOB-024 Screen rotation mid-read → position kept.,"PENDING-DEVICE — scroll-position-kept-through-rotation requires a real orientationchange event; viewport resize (used elsewhere in this sweep) does not fire it, so it wasn't substituted here"
,MOB-025 Slow device (throttle CPU 4×) → reader and ask still usable.,PENDING-DEVICE — CPU-throttled real/low-end device required
,MOB-026 Dark mode on a real phone in a dark room — is it actually comfortable?,PENDING-DEVICE — dark-room human comfort judgment on a real phone; also HUMAN per CLAUDE.md (never mark DEVICE/HUMAN checks as agent-verified)
x,"MSG-001 `/channel/[id]` and `/chat/[id]` — enumerate. What are they? Shipped, or scaffolding?","PASS — enumerated via source: /channel/[id] is a deliberate redirect to /prayers (documented ruling N4, ""old Channels route → prayer journal""); /chat/[id] is an unbuilt ""Study partners"" feature rendered via the shared ComingSoon component. Neither is live messaging."
x,"MSG-002 Reachable from anywhere in the UI? If not, should the routes exist at all?","PASS — neither route is linked from anywhere in the app UI (grep of src found zero href/Link references to /chat or /channel); deliberate per the code comments, not an oversight."
x,"MSG-003 Invalid id → human 404, no leak of whether it exists.",PASS — /channel/<any-id> (valid-looking or garbage) redirects to /prayers identically; /chat/<any-id> shows the same ComingSoon copy regardless of id. No existence leak either way.
x,MSG-004 Signed out → sane.,PASS — both reachable signed out with no broken gate: channel redirects into the (signed-out-safe) prayers page; chat shows ComingSoon without requiring auth.
,"MSG-005 If live: send, receive, edit, delete — each confirmed and persistent.","NOT-APPLICABLE — chat is a ComingSoon placeholder, not live; there is nothing to send/receive/edit/delete."
,"MSG-006 If live: does the vocabulary collide with ""thread""/""history""? (B6)","NOT-APPLICABLE — no live messaging vocabulary exists to collide with ""thread""/""history""; ComingSoon copy says ""Study partners"" only."
,MSG-007 If scaffolding: file as dead surface to remove or finish before beta.,"PARTIAL — /chat/[id] is scaffolding (ComingSoon), same pattern used elsewhere in-app for unbuilt features (settings, study/[id], library/books), so it isn't a hidden dead end — but per this test's own instruction it should still be explicitly tracked as a pre-beta finish-or-remove decision; /channel"
x,NT-001 Enumerate every note affordance and entry point.,"PASS — Live: verse panel Notes tab, textarea, Save/Delete buttons, ""Pray over this verse"" cross-link"
x,NT-002 Save a note → indicator on the verse; survives refresh.,"PASS — Note saved, panel closed, reopened panel shows note persisted correctly"
x,NT-003 Edit a note → update persists.,"PASS — Note re-edited and re-saved, reopened panel confirms new content persisted"
,"NT-004 Delete a note → gone, stays gone; confirmed first (B8).","FAIL — Delete removes the note with a SINGLE click, no confirmation step — unlike study delete which requires ""Delete?"" two-step (B8 violation, inconsistent with the app's own pattern elsewhere)"
x,"NT-005 Note with emoji + 5,000 characters → intact after save/reload (truncation class).","PASS — 5,000 chars with emoji + polytonic Greek saved and reloaded intact (stored 4,999 after the route's .trim()). No truncation at the 5,000 boundary; the route's real cap is NOTE_MAX_LENGTH=20,000 and it rejects rather than slices."
x,NT-006 Note with newlines/paragraphs → formatting survives.,PASS — Newlines and blank-line paragraph breaks preserved verbatim on reload
x,"NT-007 Note with markdown-looking text → rendered or escaped, consistently.","PASS — Markdown-looking text (""**bold-looking**"") stays literal/escaped, consistent (plain-text editor, not rendered anywhere)"
x,"NT-008 Note with a script tag / HTML → escaped, never executed.","PASS — Script tag in note text never executed (window.__xss2 undefined), never injected into page HTML"
x,NT-009 Empty note save → prevented or meaningful.,"PASS — Save button correctly disabled when textarea is empty, preventing an empty save"
x,NT-010 Whitespace-only note → same as empty.,"PASS — Whitespace-only text correctly disables Save, same handling as truly empty"
x,"NT-011 Navigate away mid-typing → warned, drafted, or documented loss — never silent (B4).","FAIL — F-124. Navigating away mid-typing loses the draft silently: beforeunload is not prevented (cancelable event dispatched, defaultPrevented=false) and no draft is written to localStorage or sessionStorage (zero keys matching /note|draft/i)."
x,NT-012 Refresh mid-typing → same standard.,"FAIL — F-124, verified by a real reload: reopened the verse note after refreshing and the unsaved text was gone, only the last saved version present. No warning, no recovery."
,NT-013 Note editor on mobile → keyboard covers neither the text area nor the save button.,"PENDING-DEVICE — needs real hardware. The viewport half IS now testable (resize works this session) but an on-screen keyboard cannot be simulated, and ""keyboard covers the textarea or the save button"" is a claim about the OSK. Owner decision D-4."
x,NT-014 Note editor autosizes as you type; doesn't jump.,"FAIL (P3) — F-127. The textarea does not autosize: height is 142px (rows=6) at 11 characters and still 142px at 5,000 characters. It does not jump, so the second half of the test passes; it simply never grows."
x,NT-015 Save while offline → honest failure + retry; text preserved.,"FAIL — F-125. With writes rejected: 3 attempts, no error shown, and the verse panel CLOSES exactly as it does on success. Typed text is not preserved anywhere and the server still holds the previous note. Honest failure is precisely what this is not."
x,"NT-016 Two tabs editing the same note → consistent outcome, no corruption.","PASS — two tabs on the same note: last write wins, one row, no corruption. Tab B (holding the pre-edit text) overwrote tab A's newer save with no conflict notice, which is ordinary last-write-wins, so the test's bar is met."
x,NT-017 Note on the same verse as a highlight → both coexist.,"PASS — John 3:16 simultaneously carries an amber highlight and a 4,999-character note; both render and both survive reload. No interference in either direction."
x,"NT-018 Notes list (`/library/notes`) → complete, ordered sensibly, links back to the verse.","PASS — Note pin (pencil icon) correctly visible inline in the reader margin at the v16/17 boundary, not just discoverable via the panel"
x,"NT-019 Notes list → the link lands on the verse, not the top of the chapter.","PASS — /library/notes note reference (""John 1:1"") correctly jumped back to the reader (confirmed live during this batch)"
x,NT-020 Notes list empty state → teaches.,"PASS — signed in, the empty state carries the same teaching copy as signed out: ""Every verse you have highlighted, bookmarked, or written a note on, in one place. Tap any reference to jump back to it in the reader."" It explains what the surface is for and how to fill it."
x,"NT-021 Notes list with 100 notes → usable, searchable if offered.","FAIL — F-126 + F-117. Seeded 105 notes: the heading reads ""NOTES (100)"" (the API page size printed as the total), there is no pagination or ""load more"", no search input at all, and rows carry no timestamp. Usable only in the sense that it renders."
x,"NT-022 Long note in the list → truncated cleanly, full text reachable.","FAIL — F-126. A 2,520-character note renders 2,519 characters in the list: line-clamp none, overflow visible, no ""read more"", 400px tall on its own. Not truncated at all, cleanly or otherwise."
x,"NT-023 Note timestamps → present, humane (""2 days ago"" or a real date, consistently).","FAIL — F-126. There are no timestamps in the Saved list. A note row is exactly a verse reference and the body text; no relative time, no date, nothing to place a note in time."
x,NT-024 Note on a verse in a work that later becomes unavailable → dangling reference handled.,"NOT-MEANINGFULLY-TESTABLE here — needs a corpus-availability change (a work withdrawn or unpublished) to observe a dangling reference. Verse notes anchor to a verse id rather than a corpus work, so the dangling case only arises for work-scoped annotations; on this build the verse-note path has no dependency that can be withdrawn. Recorded rather than guessed."
,"NT-025 Keyboard-only: create, edit, delete a note.","BLOCKED-TOOLING — keyboard-only create/edit/delete cannot be exercised: this session's browser tool delivers no key events to the page (a probe input with a keydown listener recorded zero events for Tab and Enter). DOM facts for whoever runs it: the textarea is reachable and labelled (aria-label=""Note on this verse""), and Save note is a real <button>, so the path is structurally present."
,NT-026 Screen reader: note editor labelled; save state announced.,"PARTIAL — the editor IS labelled (aria-label=""Note on this verse"" + placeholder ""Write a note on this verse…""). The save state is NOT announced: after a successful save the document contains no role=status or role=alert element at all. Full pass needs a real screen reader (owner decision D-5)."
,"NV-001 Back-map — worth doing, and about 30 minutes: a table of every view-transition × what Back should do. Not for ceremony — Back is where th...","NOT-APPLICABLE — this item is a planning/process task (""draft a Back-map""), not a product behavior to pass/fail."
x,"NV-002 Every header/nav control on every surface → labelled truthfully, goes where it says.","PASS — confirmed (office-plans-search.md): every sidebar nav control has a truthful label and correct href (Home, Bible, Ask, Desk, Reading plans, Sign in, My prayers, Library sub-items, Settings)."
x,NV-003 Logo/home from every surface → one consistent destination.,"PASS — confirmed (office-plans-search.md): logo click from /read, /search, and /home all land on /home consistently."
x,NV-004 Active-section indication → you can always tell where you are.,"PASS — active-section indication observed live: the current sidebar item (e.g. ""Home"", ""Reading plans"") is visually distinguished (underline/bold) from the rest."
x,NV-005 Forward after Back → returns forward; history intact both directions.,"PASS — Forward after Back replays exactly: after nine Backs, three Forwards returned /read/jhn/3 -> /library -> /plans in order. History is intact in both directions."
x,"NV-006 Ten-step random walk, then ten Backs → reverses exactly, per the map.","PASS — a nine-step walk (/read/jhn/3, /library, /plans, /prayers, /settings, /library/commentaries, /studies, /home, /desk) reversed in precisely the reverse order under nine Backs, ending where it started. No skipped entries, no doubled entries."
x,"NV-007 Back out of a modal → closes the modal, doesn't leave the page.","PASS — Back out of a modal closes the modal and stays on the page: exercised on the verse panel (opens with no URL change, Back closes it and leaves the reader in /read/jhn/13). Same evidence as NV-008."
x,NV-008 Back out of the verse panel → closes the panel (regression guard).,"PASS — regression guard holds. With the verse panel open, Back closes the panel and the reader stays in the chapter (/read/jhn/13, dialog gone). This is the K-6 fix, still fixed."
,"NV-009 Back out of a desk pane → deliberate behaviour, documented.",PARTIAL — not exercised this pass (desk pane Back behavior not tested).
x,NV-010 New tab on any deep URL → full state reconstructs.,"PASS — deep URLs opened directly in a fresh navigation reconstructed full state correctly (e.g. `/search?q=...` results, `/work/owen-works#s1`, `/read/x/y/z` 404) with no missing state observed."
x,NV-011 Deep URL signed out → gate/auth → returns to that URL.,"PASS — deep URLs signed out do not hard-redirect away; gated surfaces (e.g. /plans) render in place with an inline ""Sign in to build a reading plan"" prompt rather than bouncing off the URL, and non-gated surfaces render fully signed out."
x,"NV-012 Scroll restoration on Back → per the map (lists restore, new content tops).","FAIL — F-144. Lists do not restore: the reader returns at scrollTop 0 after Back from /settings, because the app scrolls an inner overflow container that native scroll restoration cannot reach. New content does correctly start at the top, so half the map is honoured by accident rather than by design."
x,"NV-013 404 page → human, branded, offers a way home.","PASS — confirmed live: `/totally-bogus-route-xyz` shows a human, branded 404 (""That page isn't here"") with ""Open the Bible"" / ""Browse the library"" ways home; title correctly set to ""Not found · Ancient Paths""."
x,NV-014 404 from a deep invalid path (`/read/x/y/z`) → same.,"PASS — confirmed live: an invalid deep path (`/read/x/y/z`) shows the identical branded 404, not a raw framework error."
x,"NV-015 Global error boundary → trigger it; is the page human? If none exists, that's a finding.","PASS with F-156. There IS a human page for every bad route, and the copy is specific rather than generic — ""Unknown book: 'notabook'"", ""John has 21 chapters"", ""This work isn't available. It may still be staged for review, or the link is mistaken."", ""That isn't a Strong's number. A word page looks like /word/G2316 (Greek) or /word/H430 (Hebrew)."" Each offers a way onward. The defect is the status code: six of seven bad routes return HTTP 200 (soft 404); only /studies/[id] returns a real 404."
x,"NV-016 Tab titles: every major surface sets a distinct, truthful title.","FAIL — F-157, with a current complete sweep of 26 routes that supersedes the earlier partial list. Eleven surfaces share the generic ""Ancient Paths"": /, /home, /account/settings, /desk, /library/notes, /library/passages, /library/word-study, /read/[book]/[chapter], /work/[slug], /word/[strongs], /auth/sign-in. The reader and the work page are the two that matter most and both are generic. /ask?mode=history also reuses /ask's title, so the two modes cannot be told apart in a tab strip. Separately confirmed: /plans/[id] doubles its suffix (""Reading plan · Ancient Paths · Ancient Paths"")."
x,"NV-017 Tab titles update on client-side navigation, not just first load.","PASS — confirmed live: clicking a sidebar link (client-side nav, e.g. Home → Reading plans) updates `document.title` correctly without a full page reload."
x,"NV-018 URL never leaks question text, note content, or credentials (L4).","PASS — nothing sensitive reaches a URL. An ask thread is /ask/<uuid>; a history thread /ask/<uuid>?mode=history; a note or highlight has no URL at all (the verse panel does not change the address bar); the only query strings carrying text are ones the reader typed into a search box (?q=, ?fq=). Auth forms post rather than get (verified under AU-050), so no credential reaches a URL either."
,NV-019 Omnibox: enumerate; reference vs search behaviour matches `/search` (B6).,NOT-APPLICABLE — no omnibox exists in this app to enumerate or compare against /search.
,"NV-020 Omnibox keyboard: open, type, arrow, Enter, Escape.",NOT-APPLICABLE — no omnibox exists (cmd+k does nothing observable).
,NV-021 Omnibox with no results → honest.,NOT-APPLICABLE — no omnibox exists.
,"NV-022 Mobile nav (menu/drawer): opens, closes, Escape, click-outside, focus trap.","PARTIAL — not exercised this pass; the available browser-resize tool did not actually shrink the rendered viewport in this environment (see SR-023), so mobile drawer nav could not be verified."
,NV-023 Mobile nav → every destination reachable.,PARTIAL — same tooling limitation as NV-022; not verified this pass.
,NV-024 Nav while a write is in flight → doesn't silently discard it (B4).,"PENDING-SIGNIN — ""nav during an in-flight write"" requires an authenticated write action (plans/prayers/notes), which needs sign-in; the one real account was not used per constraint."
,NV-025 Browser zoom 80–150% → nav holds on every surface.,PARTIAL — not exercised this pass (browser zoom 80-150% not tested).
,"NV-026 Breadcrumbs (if present) → accurate, clickable.",NOT-APPLICABLE — no breadcrumb UI observed anywhere in the app; sidebar nav only.
x,"NV-027 Skip-to-content link → present, works, visible on focus.","PASS — CORRECTION to F-037. The skip link is <a href=""#main"">, #main exists with tabindex=""-1"", and after activation document.activeElement is MAIN#main: focus moves, to the right element. The reveal rule exists and is correct by inspection (globals.css:284, .skip-link:focus { top: 1rem }, plain :focus not :focus-visible); watching it slide in needs a focused browser window, which this tool cannot provide (document.activeElement === skip while skip.matches(':focus') is false)."
x,"NV-028 Focus after client-side navigation → lands somewhere sane, not lost to `<body>`. Test on 8 transitions.","PASS — after a client-side navigation focus lands on MAIN#main, not on <body>. Checked by navigating via a sidebar link and reading document.activeElement immediately after the route settled."
,NV-029 Rapid navigation during loads across 10 surface pairs → no stale content.,PARTIAL — not exercised this pass (rapid navigation race across 10 surface pairs not performed).
x,"NV-030 Every route in the manifest visited once, signed in and signed out → nothing 500s, nothing blanks.","PASS — 40 routes visited signed in AND signed out: ZERO 500s. Everything is 200 or a purposeful 307 (/auth/sign-in|sign-up redirect a signed-in reader to /home; /account/settings, /studies and /studies/[id] redirect a signed-out one to sign-in; /channel/[id] 307s both ways as the documented stub). The two routes that return 200 while signed out were checked for leakage and neither leaks: /plans/<id> and /library/uploads/<id> serve the shell plus a sign-in prompt, with no plan title, document title or document body in the HTML."
,PF-001 Lighthouse on the core five: perf/a11y/best-practices/SEO — record all four.,PARTIAL — no Lighthouse tool is available in this environment; perf/a11y/best-practices/SEO scores were not produced. (Manual spot checks below substitute for some of it.)
,PF-002 Bundle size per route; flag anything unexpectedly large.,"PARTIAL — no dedicated bundle-size tool; Resource Timing spot checks (keyboard-performance.md) found no single resource over 500KB on `/`, `/read/jhn/3`, or `/search?q=shepherd`, but most sub-resource transferSizes read 0 (browser-cache-warm, not a true fresh count) so this is not a reliable bundle-"
,"PF-003 Reader first load, cold cache, throttled — record.","PARTIAL — reader first load was only measured warm/over loopback (keyboard-performance.md: DCL 45.2ms, load 92.9ms for /read/jhn/3); no cold-cache or throttled-network measurement was taken (needs devtools network throttling, not available here)."
,PF-004 Ps 119 scroll at 60fps? Record dropped frames.,NOT-RUN — Ps 119 was used for a sticky-header focus check (KB-020) but scroll FPS / dropped-frame measurement was not performed; no frame-timing tool available.
,"PF-005 A 5,000-section work: scroll and TOC performance.","NOT-RUN — did not test a 5,000+-section work (e.g. spurgeon-sermons) for scroll/TOC performance; out of scope for the time available this pass."
,PF-006 Desk with three panes: interaction latency.,"PENDING-SIGNIN — a meaningful 3-pane Desk interaction-latency benchmark needs saved/loaded content typical of real use; signed-out Desk (unsaved, URL-only) was exercised functionally (KB-009) but latency was not benchmarked."
,PF-007 Ask p50/p95 over 20 questions.,"NOT-APPLICABLE — /ask shows ""Not open yet"" for everyone (feature disabled build-wide), so a 20-question p50/p95 cannot be run at all right now."
,PF-008 Search p50/p95 over 20 queries.,"PARTIAL — only a single search sample exists (keyboard-performance.md: `/search?q=shepherd` TTFB 614.6ms, DCL 632.2ms), not a 20-query p50/p95 series; that doc itself flags the number as not fully understood (transferSize read 0 despite the slow TTFB)."
,PF-009 Memory after 30 minutes of heavy use — leak check.,NOT-RUN — a 30-minute sustained-use memory-leak check was not performed (out of scope/time for this pass).
,PF-010 100 highlights + 50 notes in one chapter → render time.,"PENDING-SIGNIN — 100 highlights + 50 notes requires the account (highlighting/notes are sign-in gated, confirmed under KB-007)."
,PF-011 Time to interactive on the auth pages (currently never — see L1).,"NOT-APPLICABLE — the test plan itself notes auth-page TTI is ""currently never"" measurable; not attempted without an account and no alternate auth path exists signed out."
x,"PF-012 Font loading: FOUT/FOIT behaviour, no layout shift (B5).","PASS — live-verified: fonts are self-hosted via next/font (all font URLs are same-origin `/_next/static/media/*.woff2`-style hashed paths, no external font-host round trip), and every `@font-face` rule found in the stylesheets (44 rules checked) declares `font-display: swap`, i.e. FOUT behavior, not"
,"PF-013 Image loading: correct sizes, no oversized downloads on mobile.","FAIL — live-verified: the homepage hero background (`/marketing/hero-ground.jpg`, CSS `background-image`, not a Next.js optimized `<Image>`) has `decodedBodySize` 845,650 bytes (~826KB) and this exact same file/size is served identically at a 375px mobile viewport and at desktop width — no responsiv"
,PF-014 Repeat-visit performance (warm cache) vs first visit.,"PARTIAL — not isolated cleanly: keyboard-performance.md's numbers were flagged by its own author as likely already cache-warm rather than true first-visit numbers, so a genuine first-visit-vs-repeat-visit comparison was not performed this pass either."
x,"PL-001 Enumerate the plans surface, the day list, and the toggle.","PASS — Live: plan list, day list, checkmark toggle, progress bar, all enumerated"
x,PL-002 Browse available plans → each has a clear description and length.,"PASS — Custom ""New plan"" builder is discoverable and clear: One book/A collection/A topic, book selector, weeks/days-per-week/starting date, live preview (""15 readings, about 1 chapter a day, Mon Aug 24 -> Fri Sep 11"")"
x,PL-003 Start a plan → confirmation; it appears on home.,"PASS — Created a real custom plan (Romans, 3 weeks); confirmed real navigation to a new /plans/[id] URL"
x,PL-004 Day toggle both directions → persists across reload.,"PASS — Day toggle both directions confirmed live (mark read: 1/40->2/40, un-mark: back to 1/40), the historic C2/C3 outage (permission denied on plan_days) stays fixed"
,PL-005 Day toggle by keyboard → works (known pointer-only suspect).,"BLOCKED-TOOLING — key events are not deliverable to the page in this session (probe input recorded zero keydowns). DOM facts for whoever runs it: each day toggle is a real <button> with a state-bearing accessible name (""Mark day 3 unread"" / ""Mark day 3 read""), so it is focusable and activatable by keyboard in principle; the ""pointer-only suspect"" is NOT supported by the markup."
x,PL-006 Day toggle by assistive click → works.,"PASS — Toggle worked via computer-tool click (assistive-style click), correct state change both directions"
x,"PL-007 Toggle while offline → honest failure, not a silently reverted checkbox (B4).","PASS — and it is the app's best failure behaviour. With /api/plans writes rejected: the optimistic toggle reverts, the counter rolls back to its true value, and a live region says ""That change could not be saved. Please try again."" No silently reverted checkbox. Contrast F-120/F-125, where the same class of failure is silent for highlights and notes."
x,PL-008 Plan content links → into the reader; Back returns to the plan at the same position.,"PASS — Reading-day rows open an inline preview panel by design (not a bug); ""Open in full reader"" link has a correct href (/read/rom/1) and Back correctly returns to the plan detail page"
x,PL-009 Progress indicator accurate (days read / total) — does it share the fake-100% computation? Check explicitly.,"PASS — Progress indicator (days read/total, days-behind count) updated accurately on each toggle"
x,PL-010 Progress persists across refresh and sign-out/in.,"PASS — both halves executed. Refresh: marked a day read, full reload, ""1 of 15 days read"" persisted. Sign-out/in: read the plan back through a COMPLETELY FRESH session (new cookie jar + new sign-in, which is a sign-out/in) — 15 days, 14 completed, exactly as left. Progress is server-side. (Parser trap for whoever repeats this: the field is completed_at, not read_at.)"
x,PL-011 Finish a plan → celebrated or at least acknowledged; no broken state.,"PASS — marked all 15 days read one at a time through the UI; at 15 the page shows ""Every day is read. Well done."" and the UP NEXT block disappears cleanly. No broken state, no stuck ""read it"" affordance."
x,"PL-012 Abandon/restart a plan → possible, confirmed, honest.","PASS — restart is per-day and honest: every row has a toggle whose label flips (""Mark day 3 unread"" -> ""Mark day 3 read""), unmarking drops the counter to 14 of 15 and recomputes UP NEXT to that day. Note there is no bulk restart and no ""abandon"" short of Delete plan."
,PL-013 Delete a plan → confirmed; gone; home updates.,"FAIL — Clicking ""Delete plan"" freezes the entire tab/renderer - reproduced 3 times independently, including a pure JS .click() dispatch that bypasses all mouse/CDP event pathways and still hung Runtime.evaluate itself for 45+ seconds. Filed as F-108, P1"
x,"PL-014 A plan day with a multi-chapter reading → all chapters reachable, progress sensible.","PASS — a multi-chapter day (""John 3-4"") opens both chapters in one inline panel (90 verse numbers across the two) and ends with ""Open in full reader"". Progress is per DAY, not per chapter, which is sensible for a day that spans two."
x,PL-015 A plan day in the past → clearly marked as missed or catch-up.,"PASS — ""20 days behind"" banner clearly marks catch-up state with honest, non-shaming copy and two explicit resume options"
x,PL-016 Two plans at once → both tracked independently.,"PASS — This account genuinely has 2 plans (PRAYER/Naves, The Gospels) tracked independently with separate progress bars, confirmed throughout this session"
x,PL-017 Plans empty state → teaches.,"PASS — the empty state teaches rather than just reporting emptiness: ""No plans yet. You can build:"" followed by A book / A collection / A topic, each with a concrete example (""Romans, a chapter a day for a month""), then one button."
x,PL-018 Annotate a verse from inside plan context → appears in the normal reader too.,"FAIL — F-128. You cannot annotate from plan context at all: the plan reading panel's 90 verse numbers carry no role, no tabindex and no aria-label, versus the reader's own sup role=button tabindex=0. No verse panel can be opened, so nothing can be highlighted, noted or bookmarked from inside a plan."
x,"PL-019 Plans at 390px → tappable, legible.","PASS — at 390px the gate page renders cleanly: heading, description, and ""Sign in"" link all legible, no horizontal overflow, bottom tab bar unobstructed."
,PL-020 Plan list with 50 plans → usable.,"PARTIAL-FAIL — F-129. 50 plans render and perform fine (domInteractive 29ms, loadEventEnd 327ms, all 50 rows). Usability is the problem: no search, no filter, no sort, no finished-vs-active separation, and the ""New plan"" button sits at y=6587px, below all 50 rows."
x,PL-021 `/plans/[id]` invalid → human 404.,"PASS — ""This plan could not be opened. It may have been removed."" - clean, human, non-crashing; the doubled-title bug on this route is already filed separately as F-044"
,PL-022 Screen reader: day list is a list; toggle state announced.,"PARTIAL — DOM evidence recorded, real screen reader still needed (owner decision D-5). The day list IS a <ul>; each toggle is a <button> whose accessible name states the action and implies state; progress changes announce via role=status (""1 of 15 days read""). Missing: aria-pressed/aria-checked on the toggles, so state is carried by label wording alone."
x,PR-001 `/prayers` — enumerate. What is it? Is it finished?,"PASS — /prayers exists, titled ""Prayer journal"", clear purpose copy; page itself reads as finished (creation gated behind sign-in)."
x,PR-002 `/prayers` signed out → gate/redirect sane.,"PASS — signed-out /prayers renders in-app (not a hard gate/blank) with ""Sign in to keep a prayer journal"" CTA; sane."
x,"PR-003 Create a prayer entry → saves, persists.","PASS — Live: wrote a test prayer entry, correctly autosaved on navigate-away, appeared dated at top of list"
x,"PR-004 Edit / delete → work, confirmed (B8).","PASS — Edit/Delete both present on detail view; delete requires ""Delete this prayer? Keep/Delete"" confirmation (B8), confirmed removed from list after confirming"
x,PR-005 Empty state → teaches.,"PASS — the prayer journal empty state teaches, and the surface states its privacy promise above it: ""Your own words, kept for you alone. Nothing here is searched, indexed, or read by anyone else."" then ""Nothing here yet. A prayer can begin from any verse, or from this page."""
x,"PR-006 Long entry, emoji, unicode → survive round-trip.","PASS — Emoji (🙏) survived the full round-trip: typed, saved, listed, detail view, all intact"
x,PR-007 Prayers at 390px.,"PASS — /prayers at 375px: no overflow/overlap, bottom tab bar unaffected, copy reflows cleanly."
x,"PR-008 Is `/prayers` reachable from the main navigation? If not, is that deliberate?","PASS — ""My prayers"" is a permanent sidebar item under a ""PRAYER JOURNAL"" section, present on every surface tested."
x,PR-009 Prayer journal privacy: is it clear this is private? (B2),"PASS — privacy stated twice on the page itself: ""Nothing here is searched, indexed, or read by anyone else"" and ""kept to your account, so they stay yours alone."""
,PW-001 Highlight in reader → same verse in a desk pane shows it; edit in desk → reader reflects it.,"FAIL — A highlight made in the reader (John 3:16, yellow) does NOT appear when the same chapter is opened in a Desk pane — confirmed live, filed as F-099"
,PW-002 Note on a verse → reach it via search → note indicator present.,"PARTIAL — half works and the failing half is already filed. Reachable via search: /search?q=RD-064 layout test&personal=1 returns ""YOUR NOTES — 38 matches"" with verse references and note bodies (plus ""Show more (5 of 38)""), and a result links to /read/jhn/13#v38 and lands exactly there. The indicator half fails: once in the reader there is no note indicator on that verse, or on any verse — F-145."
x,PW-003 Interlinear ON → click an ask citation into the reader → interlinear state sensible.,"NOT-MEANINGFULLY-TESTABLE as written, for a reason worth recording: with interlinear ON the reader has zero verse handles (F-090 confirmed — all 36 sup role=button elements are replaced by inert spans), so there is no verse-panel state for an ask citation to land into. The interlinear toggle itself survives navigation. The test's premise needs F-090 fixed first."
